sozshakllar,soni
xor,1
alish,1
kiyimlarni,1
sandiqdan,1
cho‘loqning,1
inoy,1
dorining,1
xolasi,1
birontasi,1
bexatar,1
o‘chakishgandek,1
narxini,1
bumazi,1
ko‘rpaning,1
so‘rashga,1
safarlaring,1
choponlar,1
bunaqalarda,1
yuzko‘rmas,1
juvonmarg,1
oshisida,1
yozdi-da,1
niyatiga,1
bunaqasi,1
o‘choqboshisiga,1
tramvayning,1
dushmanga,1
yetmasin,1
uchramasa,1
yig‘lagancha,1
hunar,1
yo‘qoldi,1
turdi-turdi-da,1
o‘shqirdi,1
qilishar,1
g‘iyqillagani,1
serrayib,1
do‘stga,1
folbinni,1
xolamga,1
quloqchinining,1
etak,1
qilmagan,1
tomonidagi,1
sizgayam,1
molidan,1
ustimdagi,1
ushlagan,1
tizilgan,1
pishgan,1
obersin,1
o‘riklar,1
gapirishidan,1
jinko‘chalardan,1
qattiq-qattiq,1
topshirdim,1
ajalni,1
xarrakka,1
yig‘layverib,1
noinsof,1
o‘ylagandim,1
yeb-ichib,1
qilolmas,1
solsayam,1
simga,1
omon,1
ipi,1
ko‘yga,1
tramvaydan,1
yasatish,1
opchiqing,1
uzilgan,1
o‘ylamaysanmi,1
qo‘shniligingni,1
yiltirayotgan,1
telpaklar,1
yuboribsan-ku,1
do‘mboq,1
uchrasin,1
tumshug‘idagi,1
piching,1
o‘tilsa,1
aravalar,1
eshakaravalar,1
shpana,1
boyvuchcha,1
sovuq-ku,1
chiqding,1
arog‘ini,1
boyvachchalik,1
chalmay,1
koftagacha,1
o‘g‘ilchasidan,1
platforma,1
ishlayman,1
tuflidan,1
aravakashlar,1
burildi-da,1
tutmagandan,1
bo‘g‘izidan,1
betoqatlik,1
yurgizdi,1
shanba-yakshanba,1
qichqirgani,1
ninangizga,1
mozorga,1
tushgin,1
qo‘yarkan,1
chaqirarmish,1
choynakni,1
o‘zidan-o‘zi,1
kiyintiring,1
tushing,1
maxer,1
niyatimga,1
beribsan-ku,1
ziragini,1
o‘nglagan,1
shishasini,1
bo‘yningizga,1
aylanishayotgan,1
olgandir,1
qolgandir-da,1
azobga,1
senikiga,1
ko‘rsatding,1
qarashyapti,1
og‘riy,1
choynakning,1
azobini,1
qop-qop,1
qamashtiradigan,1
hurining,1
bo‘ynim,1
tortasiz,1
chegasidan,1
uyulgan,1
tuyalar,1
bo‘shatgani,1
kiradigan,1
maqtaganiga,1
qo‘yinglar,1
qoldirgan,1
alamini,1
mo‘ylovga,1
baqirganida,1
bangi,1
nomozshom,1
ammamni,1
so‘kingan,1
o‘lganda,1
o‘laymi,1
shiqirlab,1
hangragan,1
atlasgacha,1
olsanglar,1
tupugi,1
tiragancha,1
qiyomatda,1
o‘tayotganingizda,1
hakimimning,1
belbog‘i,1
olgandek,1
yozuvchi,1
bayu-bay,1
xizmatchilik,1
yuragimda,1
ingichkaroq,1
chiqmaysan,1
do‘kongayam,1
onamnikiga,1
chiqayotgan,1
sadosiga,1
solaman,1
ba-yu,1
yillik,1
gazetda,1
bay,1
holat,1
sehr,1
seviklisiga,1
dil,1
silkitdim,1
o‘zingmisan,1
rozini,1
hay,1
yangroq,1
oqilona,1
valey,1
bo‘psan,1
ishlavotsan,1
fikrni,1
idishlarni,1
chiqarmidi,1
soddadillik,1
parovozni,1
darhol,1
solma,1
soddalikka,1
elakishib,1
kichkintoy,1
bo‘lavuradimi,1
yozsa,1
gazetlaringga,1
artishadi,1
yuvadi,1
ba-ayushki,1
kamzulining,1
palovining,1
nariroq,1
eshitsa,1
sidra,1
yemaganini,1
boshdan-oyoq,1
ko‘rmoqchi,1
kichkintoyini,1
chamalab,1
qobiliyatimni,1
rostmi,1
suyib,1
allaga,1
haydaganmish,1
qo‘ng‘irog‘ini,1
uylansam,1
boshqasiga,1
belangi,1
yoshligidayam,1
unib,1
cho‘mgan,1
beparvo,1
ko‘mdim,1
tuproqqayam,1
ketadilar,1
ko‘r-man,1
mayus,1
chaladi,1
ko‘ngilga,1
bag‘ri,1
bossinlar,1
qizdirib,1
kepak,1
marhumlar,1
ruhiga,1
tuzuk,1
yilda,1
ovsiningiz,1
ko‘rsatadigan,1
tuproqdan,1
yuribmiz,1
notavon,1
yonboshidan,1
boisi,1
tahoratsiz,1
joydadir,1
tushunmasmiz,1
birdaniga,1
bilishgani,1
buyuk,1
ixtirosidir,1
darvozasi,1
mahalladagilar,1
ishlamayman,1
ushlaydigan,1
devorlarning,1
tig‘,1
o‘tmadi,1
jomashov,1
bekatining,1
qo‘nqayib,1
choyxonasiga,1
o‘shandoq,1
do‘koniyam,1
go‘ristondan,1
do‘ppaygan,1
yamab,1
fanerlardan,1
sindirgisi,1
mo‘minning,1
miyig‘ida,1
parovoz,1
ayollariga,1
og‘ritmaydiyam,1
trollobus,1
yonboshlagancha,1
kelmabsan,1
bormabsan,1
borganmisan,1
sinchkov,1
metromas,1
toshkentdagiga,1
qolibmiz,1
akillaydi,1
metromi,1
o‘tov,1
aptobus,1
qavat-qavat,1
yonboshimizda,1
xo‘pam,1
keragisidan,1
shom,1
o‘tovda,1
aytayotgani,1
so‘zlarini,1
jo‘nadik-vordik,1
qaydasan,1
orziqib,1
o‘tirdig-u,1
poyizga,1
azamat,1
gastinisaga,1
bizanikiga,1
yunus,1
falon,1
yurmas,1
bo‘sak,1
maskovda,1
maishat,1
ochaman,1
o‘rganmaganim,1
tomonlarga,1
qigandan,1
yoqli,1
yetmasimizdan,1
sartaroshxonasi,1
ko‘pligidanmi,1
yaylovdagi,1
o‘xshaganmas,1
elliktasini,1
tuyaga,1
kichkina-kichkina,1
qoplari,1
o‘tovida,1
jigar,1
kabobpazlar,1
tunab,1
qolishga,1
qimiz,1
suzma,1
paparatka,1
ovozimi,1
diligat,1
ko‘mirga,1
oygacha,1
harakatiga,1
sanatoriy,1
bizziyam,1
yaqinidagi,1
davlatga,1
adolatsizligidan,1
xonadondan,1
pensaner,1
topdik,1
aholisi,1
tushirolmagan,1
haftiyakni,1
zehnipast,1
kislovodskka,1
o‘lguday,1
o‘qiganmiz,1
oyining,1
oluvchilarni,1
jinko‘chalik,1
ijaraga,1
xonadonda,1
o‘qituvchilardan,1
naynov-chi,1
ijara,1
haydagan,1
rabochiy,1
yig‘ilsa,1
kechirdim,1
qilganlaring,1
qiyratib,1
yaxshijang,1
ikkovlaring,1
ohangimi,1
ohang,1
sherday,1
rustam,1
qalbimga,1
parkat,1
paytim,1
qirchillama,1
kirganday,1
paytlarimizda,1
o‘z-o‘zidan,1
borganman,1
qoptimi,1
ko‘zlarim,1
borgandingiz,1
moskvaga,1
yozmas,1
o‘tmishiga,1
aytayotganday,1
suyanchig‘im,1
yozmaysanlar,1
holatni,1
qilasanlar-u,1
ko‘tar-ko‘tar,1
bardammilar,1
marhamati,1
qalamkashlar,1
omonliq-somonliq,1
maysalarni,1
derdi-yu,1
quvonardingiz,1
o‘tirarmidi,1
qildik-a,1
yutsin,1
nevaralaringiz,1
boychechaklarni,1
irimi,1
ko‘zingizga,1
yuboribmiz-ku,1
surtib,1
qilardingiz,1
osmonni,1
obermaydi,1
oqizsa,1
so‘lagimni,1
yetolmas,1
o‘yiga,1
o‘ylar,1
so‘kish,1
ustingizdan,1
qipti-ya,1
boychechak,1
solmasa,1
yig‘lasam,1
shoshilardi,1
charaqlagan,1
bandasining,1
yupatish,1
emizib,1
iyitish,1
sog‘ishdan,1
devorining,1
qiyshiqligi,1
qulog‘ining,1
qo‘ng‘iroq,1
lovillab,1
uchunmas,1
yongan,1
farzandini,1
anqaymasdan,1
yursang-chi,1
xiyla,1
taqdim,1
eshityapsizmi,1
ko‘klam,1
qarayotgan,1
alang-jalang,1
to‘dasida,1
o‘zinimi,1
menimi,1
topilar,1
chiqardim,1
odami-ku,1
kamaygan,1
g‘am,1
xudodanam,1
onaligicha,1
bori,1
deyapman-ku,1
qo‘shing,1
ketgudek,1
siltaganda,1
silkita,1
arqon,1
degandingiz,1
nimangizni,1
hazillashgan,1
menyozganim,1
hovuchini,1
yozgansiz,1
ko‘rmaydi,1
yozsang-chi,1
ko‘rganni,1
bo‘lasanki,1
aynoniya,1
tarqatdim,1
o‘qishini,1
dunyodagihamma,1
o‘xshashini,1
birdam,1
yong‘oqlarini,1
1980,1
1981,1
jindek,1
obermoqchiman,1
kitobqilib,1
ertalab-chi,1
sotgan,1
g‘ussaga,1
cho‘ntakdan,1
yomg‘irini,1
to‘lmadi,1
sanadi,1
hafsala,1
ko‘ryapsizmi,1
aytardingiz,1
tuflab-tuflab,1
allaning,1
bo‘lishdi,1
yetaklagan,1
aytgin,1
hazillashib,1
buvingga,1
bo‘lma,1
opqoldim,1
haqimni,1
qolardim,1
oberarsiz,1
yotganman,1
jayam,1
allangizdan,1
to‘g‘ri-ku,1
aytishni,1
qabringizni,1
uloq,1
vafotidan,1
yoqtirmaydi,1
gavdasiga,1
yakkam-dukkam,1
harfiga,1
zanjirining,1
suriladigan,1
g‘ij-g‘ij,1
qanchadan,1
do‘ppisini,1
qozonnusxa,1
dumaloq,1
ko‘zyoshi,1
kamzul,1
tomganini,1
guzari,1
yashaydi,1
darvozamiz,1
vaqtda,1
so‘zlaridir,1
o‘qiganda,1
tukning,1
so‘rasangiz,1
yurak-yurakdan,1
farzand,1
lof,1
o‘zgarmagan,1
tuki,1
ekanligida,1
so‘zlarning,1
bandining,1
bolaligimdan,1
sumkada,1
yurishibdimi,1
chopqillab,1
shudir,1
marmartoshlar,1
abad,1
unutmaymiz,1
baxay,1
mijozlardan,1
fido,1
do‘koniga,1
tanimaydi,1
voh,1
ayladi,1
tasmasi,1
ashyolari,1
dong‘i,1
xotirangiz,1
qalbimizda,1
olishaverib,1
qayish,1
sochingizni,1
boshingizga,1
taroq,1
mangu,1
yamalgan,1
joyidan,1
ololdi,1
po‘stdumbali,1
farzandlarini,1
chirpitdan,1
dada,1
tug‘ilgan,1
kunida,1
qutlaganida,1
berishni,1
qornida,1
janaz,1
kelavermang-da,1
yoningizda,1
pulingiz,1
chiqarmadimikan,1
sigirnikidan,1
marhumlarga,1
unutmadimikan,1
kuniga,1
ko‘rinmasdi,1
tushuntirar,1
ato,1
qilsa-yu,1
tirilib,1
tortaverganim,1
mehr,1
berganmi,1
ajratish,1
bermaganmi,1
yopishgandan,1
obkeldim,1
boshimizda,1
turtinib-surtinib,1
yodidan,1
tutdi-da,1
arqon-chi,1
buyurmasin,1
to‘ymasin,1
qimmatbaho,1
yesin-ichsin,1
berayotganida,1
imonsizlar,1
yig‘layotganini,1
kulgandek,1
nazarimda,1
kiyimlik,1
kalimaga,1
sovg‘a,1
chiqmadimikan,1
el,1
pirpirar,1
qo‘ymoqchiman,1
halollab,1
mebeli,1
boqdi,1
qo‘yganida,1
bo‘yradekkina,1
yarasha,1
o‘zimizga,1
gilamcha,1
qishlog‘iga,1
anjir,1
qopsiz,1
bosilsa,1
olgur,1
ochofat,1
degandik,1
qo‘ysak,1
nimchasimi,1
bahorgayam,1
qul,1
o‘lmagan,1
to‘r,1
sidirib,1
ko‘pikli,1
o‘lsang,1
g‘arg‘ara,1
tayini,1
puldan,1
kafan,1
qilmaydi-ku,1
urishyapsiz,1
achchiqtoshgayam,1
bo‘laverdi,1
kirnig‘ijimlar,1
chug‘urlashadi,1
chayqamadingizmi,1
to‘planadi,1
ko‘rinmadi,1
surma,1
ishining,1
joningni,1
tortmagani,1
hakimjon,1
qo‘ydirsammikan,1
qutulaman,1
jo‘nab,1
shoshiryapti,1
tarqalishdi,1
deysiz-u,1
yilga,1
xonasidan,1
eshitila,1
niyating,1
yo‘ldosh,1
yosh-ku,1
diyonatsiz,1
oldimi,1
uxlaganidan,1
dikonglatib,1
gaplashadi,1
yorug‘ida,1
tugma,1
saidani,1
gapiryapti,1
quvadi,1
olgin,1
yoshsan,1
tiriqtirib,1
yaxshilarini,1
qo‘yishga,1
jonimni,1
tillalarini,1
chiqmoqchi,1
ochilip,1
taniysanmi,1
yevropaga,1
chiybaxmal,1
yuvaverib,1
ora-orasiga,1
sergaklanib,1
dumalasang,1
tepgandami,1
koptok,1
gazetaga,1
o‘ynagandami,1
tanimayman,1
moda,1
yuvyapti,1
po‘stak,1
yopishmaydi,1
tanimasang,1
taniydi-ku,1
osoyishtalik,1
yelimi,1
qizitadigan,1
yelkani,1
nurlari,1
oftobning,1
tanisa,1
quydi,1
xayoliga,1
qonatgan,1
olsang,1
tepayotganda,1
lanka,1
saida,1
tishlayman,1
tishlagandan,1
tishlagansan,1
kichkinaligingda,1
tugun-tersagi,1
lo‘ppi,1
barkashdek,1
olasan,1
taqinchoqlari,1
uzuklariyam,1
shimlarni,1
o‘zinimas,1
sovun,1
cho‘chigandek,1
ensam,1
atrofni,1
sachrar,1
zarur,1
bermadi,1
qalpoqchani,1
jomashovdan,1
ishqaganda,1
yuvar,1
otangni,1
qo‘ydiraver,1
aralashmayman,1
mayli-yu,1
osin,1
osilvotmanmi,1
savillarni,1
tugatdi-da,1
ko‘ylakning,1
qilig‘i,1
biramas,1
yetimni,1
binoyidek,1
yuribsiz,1
iyib,1
sog‘ayotganida,1
pitir-pitir,1
bo‘shatishim,1
echki-da,1
ushladim,1
kiyishni,1
ovozingni,1
xohlayotgani,1
sakkizda,1
to‘qqizdamas,1
tegmasin,1
foydang,1
kelmaysan,1
otishdan,1
shataloq,1
qarayla,1
tovoqlarga,1
to‘qqizga,1
g‘ijimlab-g‘ijimlab,1
gadoydek,1
yo‘qotgan,1
to‘rvasini,1
ko‘rarkan,1
qo‘ymasin-chi,1
hurmatini,1
trikotinga,1
tarsillatib,1
qoqqandek,1
havasi,1
etvotman-ku,1
uzukli,1
chaqmoqdek,1
manov,1
qosh-ko‘zi,1
tep-tekis,1
quchoq,1
yasashni,1
ko‘rmay,1
mehmonni,1
guldek,1
eplasin-de,1
ovqatingni,1
urishgani,1
uyaltirib,1
qidira,1
chiqibdi-yu,1
zumrasha,1
bisotimdagi,1
yirtib,1
tepdim-da,1
kelmaydi-ku,1
yasaydi,1
yasaydi-ya,1
olguningizcha,1
gapu,1
eshigimga,1
bera,1
kelmang,1
harom-harish,1
yalinib-yalinib,1
ho,1
bo‘yiz,1
ketgancha,1
qog‘ozniyam,1
mayli-ya,1
qamish,1
yetmagandan,1
bog‘lagan,1
qamishini,1
yelimlab,1
shaxdam,1
varragimni,1
o‘radek,1
odimlar,1
bilaguzugimni,1
yoqlik,1
botganda,1
qolishni,1
bezor,1
tushishini,1
zimmamga,1
mashg‘ulot,1
yoqmaydigan,1
bo‘lardik,1
ob,1
turishga,1
oyoqlaridan,1
birontamiz,1
yeng,1
osayiz,1
menmi,1
sog‘ilmadi,1
arqonda,1
eriyiz,1
echkiyam,1
yeysiz,1
noinsoflik,1
unniqib,1
tobutkashmiz,1
qorishaverib,1
tobutim,1
o‘ynaganda,1
qolmas,1
shimlar,1
o‘ladi,1
ishlarga,1
kimda,1
xolva,1
bordi-da,1
chiqillayotgani,1
guvullaydi,1
chertdimmi,1
tanbur,1
halitdan,1
tekinga,1
beshigi,1
qolsa-chi,1
amalga,1
agar-chi,1
g‘irchillaydi,1
qol-a,1
omadingni,1
jimki,1
quchog‘imda,1
iloyim,1
ovozida,1
yozgin,1
kelishtirib,1
bolasisan,1
mahallani,1
bilganimda,1
qattan,1
mungmi,1
iltijomi,1
ezma,1
gazetingda,1
chiqarsang,1
tog‘lardagi,1
tekshirishyapti,1
gapirganingiz,1
yotmaydigan,1
labbay,1
berisharkan,1
tayin,1
personalniy,1
suqilib,1
pastlatib,1
sochadi,1
shiftda,1
lampa,1
doirasi,1
turgani,1
parovozga,1
yozdim,1
ochiqdan-ochiq,1
yozdingmi-yo‘qmi,1
anu,1
shiftning,1
bekatida,1
unutmagan,1
yurdim-u,1
yeri,1
og‘ritmasdan,1
eshitdingmi,1
pensa,1
choponimga,1
shunqorim-ey,1
taniganimda,1
ismoil,1
bedanalarini,1
bargaklarda,1
chirog‘imsan,1
bo‘lganimda,1
manman,1
maskovni,1
eshitsam,1
obketuvdim,1
olgandim,1
puliga,1
qo‘yning,1
kaldan,1
o‘zimam,1
qochirdi,1
bedanam,1
jo‘jaxo‘roz,1
choyxonaga,1
muhayyo,1
talpinib,1
xohlasangiz,1
po‘stdumba,1
lag‘mon,1
bo‘layotganini,1
kabobxo‘rlik,1
uramiz,1
obchiqib,1
uyquga,1
kelishimizdan,1
mukopot,1
qiyratganimiz,1
mavrudi,1
kelganman,1
qo‘chqorim-ey,1
buyurib,1
norin,1
yangangga,1
o‘tmasang,1
o‘tmading,1
bo‘bdi-yu,1
keganingga,1
san-ey,1
quchoqlagancha,1
yoqlarda,1
maylis,1
bahay,1
yuzimdan-bu,1
didim-ku,1
quchoqlagan,1
olsa,1
g‘ijirlaydi,1
tebratadi,1
minbarda,1
turdik,1
lak-lak,1
o‘zida,1
sardori,1
yozganim,1
lahzadan,1
qaytardi,1
o‘rgandingmi,1
deyishni,1
ushladi-da,1
jirkangandek,1
iltimosi,1
bo‘g‘ildi,1
bo‘m-bo‘sh,1
ishtaham,1
ko‘chamizdan,1
emasdilar,1
o‘tmaydigan,1
yeyishni,1
rostakamiga,1
hunarni,1
uzganing,1
kosaga,1
nusxali,1
garimdori,1
obkepti,1
stulga,1
yonimdagi,1
iljaydim,1
edimki,1
pishiribdi,1
qoyilmaqom,1
g‘ishtin,1
bilanaytganda,1
norasidasi,1
oshiradiganlar,1
o‘lmasin,1
yuborgandingiz,1
jahlim,1
chiqa,1
yalinar,1
qo‘ysa,1
gapirmas,1
bizlarga,1
onamdan,1
odat,1
dilim,1
adolatli,1
g‘ashim,1
ranjitib,1
fe’l-atvorlar,1
porasi,1
o‘zgartirolmaydigan,1
uringani,1
odamda,1
yonini,1
aytmaydigan,1
undoq,1
paravoz,1
eshitishimcha,1
olyapsiz,1
kosasini,1
chayqovchi-da,1
zimmamda,1
sovg‘asini,1
sazasi,1
orqadan,1
yo‘lkasidagi,1
odamday,1
muammo,1
uyingizga,1
jilolanadi,1
tutqichdan,1
aytdim-ku,1
so‘zimning,1
yuboring,1
bermas,1
rad,1
tinchitib,1
nafasiga,1
kuchala,1
tomchilari,1
parvoz,1
yuborsangiz-chi,1
rabbano-o-o,1
bosdi-bosdi,1
yo‘limni,1
rabbno-o-o,1
panjarador,1
ololmayman,1
topshirib,1
beshigim,1
chiqmasa,1
olmayman,1
ko‘lmakda,1
panjaralarida,1
qaytmasin,1
pishirdim,1
ilindim,1
hujrasi,1
berigi,1
yo‘qroq,1
bunisining,1
solinardi,1
hujra,1
po‘stdumbasi,1
qo‘chqorning,1
moshkichirisi,1
moskovni,1
moskvadagi,1
issig‘ida,1
yog‘gan,1
bolam-a,1
kelinimi,1
qizimi,1
o‘rog‘liq,1
etardi,1
qiyiqchaga,1
allamahalda,1
tinchimadi,1
uyimgacha,1
qo‘zim,1
ish-da,1
mushkul,1
sochlarimi,1
qaytamiz,1
chiqishgan,1
payqagandek,1
ketmadingmi,1
kitobida,1
bo‘lsa-chi,1
deyishar,1
a-a-a,1
kutishing,1
zulmati,1
shartmidi,1
do‘nglikka,1
qaragancha,1
bog‘loqlik,1
kalish-mahsisi,1
botdi,1
tovonidan,1
chiqqunimcha,1
sachraydi,1
tirnab,1
hammayog‘imni,1
boray,1
qaraganini,1
tikilayotganini,1
ko‘tarolmasdim,1
chakalak,1
afzal,1
haydasam,1
ko‘tardim,1
ichkarisiga,1
matematika,1
qo‘lli,1
rasmini,1
ochdim,1
o‘ynashni,1
burovini,1
bo‘shatib,1
ko‘rishimga,1
ordendan,1
yalinishi,1
panasida,1
piymamdan,1
jiydaning,1
muzlay,1
xonasining,1
to‘xtayolmasdim,1
xaritalar,1
g‘ira-shirada,1
jurnallar,1
kirayotganini,1
yantoqlar,1
timdalar,1
yuz-ko‘zimni,1
sovib,1
pechkaning,1
dudburoniga,1
isitayotgan,1
tikanlarni,1
kelayotganga,1
maxluqlardek,1
paytlarda,1
turadi-turadi-da,1
tushunolmasdim,1
yalmog‘iz,1
raschyotda,1
pragada,1
emasman-ku,1
men-chi,1
borman-ku,1
chillakdan,1
tirikman-ku,1
shashqator,1
qoldirgim,1
boqardim-u,1
ko‘kargan,1
jig‘ini,1
xo‘jangga,1
qo‘ltig‘idan,1
burildi-yu,1
qorli,1
ta’zirini,1
ketmasin,1
so‘qmoqdan,1
chayqalib-chayqalib,1
chakalakka,1
qaraylik,1
yo‘lkaga,1
biydak,1
dalada,1
o‘tirdi-da,1
turg‘izmoqchi,1
mahrum,1
odatini,1
tortaverib,1
yaxshi-yu,1
qizargan,1
bo‘shatdi,1
xo‘jalarniki,1
o‘g‘lingizni,1
o‘ylasangiz,1
opabir,1
keskin-keskin,1
siltagancha,1
tog‘larga,1
gaplashishdi,1
kemalarga,1
botishdan,1
yo‘ldoshni,1
kemalar,1
uydek-uydek,1
ularga,1
oqadiki,1
borishdan,1
o‘ttiz-qirq,1
dalaning,1
biladiki,1
berida,1
tutab,1
yiqilmagan,1
zerikmasdim,1
yulduzini,1
ordenimni,1
sehrlanib,1
maqtay,1
qo‘ligacha,1
botirsangiz,1
yuqmaydi,1
tarab,1
k-k-kelding,1
yechmadi,1
oladi-yu,1
to‘pponchasini,1
doskaga,1
quduq,1
shodlik,1
quvonch,1
sharillatib,1
q-qo‘shmachilik,1
tutilmadim,1
turaverdim,1
og‘irligimni,1
katak,1
ochishim,1
o‘roqliq,1
ochdi-da,1
g‘ijirlatib,1
yo‘taldim,1
uyg‘ongandek,1
bo‘ldingmi,1
ertasigayam,1
solganicha,1
peroni,1
ketishga,1
bo‘larkanmi,1
bigiz,1
dumalamaydi,1
otmanglar,1
ko‘payadi,1
zardaliroq,1
turaylik,1
opajuda,1
tarasha,1
isitilgan,1
ilimiliq,1
choponimizni,1
yechmasdan,1
qalqidi,1
muzlayveradi,1
qo‘shmachilik,1
ko‘rishsa,1
diydor,1
o‘tiramiz,1
siyohdonni,1
qo‘ysangiz,1
qo‘rqing,1
uyalmasangiz,1
bandasidan,1
tilga,1
q-q-qilgani,1
eriydi-yu,1
indinigayam,1
qaytish,1
yigitsan-ku,1
yemabsiz,1
hol-joniga,1
quloqchiningni,1
telpagimning,1
quloqchinni,1
ketmaguncha,1
buklangan,1
tortinchoqlik,1
oldimizga,1
ikkalamizning,1
to‘rtburchak,1
yirtdi,1
kelmabsiz,1
xaltacha,1
bormasa,1
xaltachadan,1
bo‘ktirib,1
sutiga,1
boshlangan,1
o‘qituvchingni,1
uyalaman,1
ukalik,1
o‘ylashga,1
boylangan,1
bermasligim,1
qilgin,1
aytmasligimni,1
moylangan,1
yaraqlatib,1
qaytardik,1
xo‘janikiga,1
biyday,1
kimsasiz,1
yonboshda,1
oldimda,1
isdan,1
dala,1
ipdek,1
sepmagani,1
yo‘ldagi,1
o‘payotganida,1
izlar,1
izzat,1
o‘ylardim,1
askarcha,1
botgan,1
mag‘iz,1
belim,1
pallasidan,1
piymam,1
bezatilgan,1
mayizlar,1
harna,1
to‘rida,1
suhbatlashar,1
shamolni,1
uchinchi,1
javdiragancha,1
tashlaydilar,1
oyisiga,1
palto,1
shinelim,1
qo‘rqqanidan,1
chaynamaganida,1
jo‘raboshimizning,1
berardi,1
bitgan,1
ma’lum,1
emizdirib,1
to‘yg‘azib,1
uloqchalarini,1
soliqni,1
vaqtida,1
yuvoshgina-yu,1
to‘lay,1
onangni,1
kesishmabdi,1
kesmoqchi,1
olmagan,1
doktorlar,1
otda,1
gospital,1
adi-badi,1
tayoqday,1
aytishib,1
tugmachali,1
vaqtini,1
o‘tirmas,1
qilganidan,1
azbaroyi,1
shinelimni,1
so‘lak,1
javdiratgancha,1
sarak-sarak,1
qo‘zib,1
gupillayotganini,1
sezadi,1
tomorqadagi,1
bo‘zrayib,1
yengni,1
kesgani,1
g‘alvir,1
qamatmoqchibo‘lgan,1
so‘ragan,1
yarmigacha,1
uyg‘otardi,1
tishlaganicha,1
ko‘nglimda,1
yengidan,1
quturib,1
cho‘chimaydigan,1
gijinglagan,1
joyimizda,1
chaynayotgan,1
olingan,1
tasmali,1
kishida,1
qo‘rquvga,1
yaroqliroq,1
buyumni,1
ma’nosini,1
achishgan,1
tutun,1
piyozdog‘,1
uzoqqa,1
sakrash,1
doimo,1
yuvoshligi,1
sababchi,1
tuyoq,1
tushirishgan,1
bolaligida,1
eshitilgandek,1
sadolari,1
tomli,1
aytgisi,1
o‘tiribsizlarmi,1
eson-omonmilar,1
avzoyi,1
shifer,1
uchastkasi,1
buzuq,1
ilondek,1
valentinning,1
burildim,1
o‘ynatib-o‘ynatib,1
esim,1
ko‘chasiga,1
pishirar,1
kelsa-yu,1
baholab,1
yubordi-da,1
yurganda,1
gapirishyapti,1
odatdagi,1
oqshomlaridan,1
nasibasini,1
kelmasdi-ya,1
emsin,1
yulduziga,1
yulduzi,1
boshidayam-ku,1
g‘ussa,1
o‘tirsa,1
likillamasdan,1
aytolmasa,1
o‘larmidi,1
omon-eson,1
yopishgancha,1
dumchalarini,1
ra’no,1
emishar,1
ja-a-a,1
zamonidan,1
kavshanar,1
nekalay,1
go‘ja,1
javdirayveradi,1
o‘tsa,1
silliqroq,1
o‘tgan-ketganga,1
dersan,1
etgancha,1
viyt,1
tekizib,1
astronomiya,1
tumshug‘ini,1
qaldirg‘ochlar,1
qamishlar,1
o‘qituvchimizdan,1
sohilda,1
ikkovimiz,1
oyning,1
kuzgacha,1
og‘zingni,1
o‘tirganini,1
tishing,1
yuborsang,1
yelkangdan,1
sochmas,1
yumasan-da,1
borligi,1
pistachi,1
ushladi,1
bozorchaning,1
yubormoqchi,1
kiraverishida,1
uloqtirib,1
ko‘tarilar,1
deyish,1
yonboshida,1
suzishni,1
qorliqqa,1
singib,1
unutdim,1
to‘pponcha,1
uygayam,1
sinfimizni,1
akulang,1
yozgacha,1
qo‘ysa-chi,1
akula,1
o‘rgatadilar,1
bilmaysan-ku,1
o‘qitdi-yu,1
uylanmay,1
o‘taveraman,1
betiga,1
andijonlik,1
hammalari,1
betidan,1
ketishibdi,1
daryoning,1
bilaman-da,1
ishonmay,1
ko‘rganmisan,1
katta-a,1
toshkentning,1
kursicha,1
teshilgan,1
lol,1
oramizdan,1
mushtimni,1
o‘rgatganidek,1
kayfiyati,1
o‘qrayib,1
sanayotganda,1
zarbidan,1
chakkasiga,1
stakanga,1
solayotganda,1
tashlandi,1
angraygancha,1
tikroq,1
o‘ynashi,1
antiqa,1
molining,1
qimmatligini,1
o‘rgatma,1
o‘xshaganlarni,1
aynab,1
aynaydi,1
isboti,1
bukilmaydigan,1
xo‘jalar,1
chiroyi,1
ja-a-areniy,1
moling,1
o‘tirmadi,1
stakan,1
og‘riq,1
kaftimni,1
paqirda,1
tikildiki,1
isitish,1
sindirdimi,1
moli,1
sug‘urilib,1
magazindagi,1
kurak,1
oldimdagi,1
tashladim-u,1
bilmaganimga,1
artsam,1
narx,1
jag‘imga,1
qonayapti,1
sotiladi,1
qirg‘oqqa,1
etagida,1
chumchuqning,1
tuxumidek,1
boqasan,1
qurutning,1
pistaning,1
stakani,1
ikkalang,1
sho‘r,1
yutqazib,1
beshtasini,1
qildim-u,1
yurishni,1
xalatining,1
qilichday,1
tuzog‘iga,1
gardishli,1
risolatxon,1
yo‘lakka,1
ma’noda,1
chekkan,1
o‘qraydi,1
chekkim,1
barmog‘im,1
chakkamni,1
lo‘qillayotgan,1
savdosi-ya,1
gapir,1
tog‘a,1
pullik,1
shaxsiy,1
o‘zgalarning,1
odobsizlik,1
aralashish,1
alamidan,1
qo‘ygandir,1
ruju,1
ichkilikka,1
oyda-yilda,1
dumingni,1
yoza,1
yechaman,1
qizga,1
opamiz-ku,1
erga,1
tegmasidan,1
itvachchasiga,1
kasali,1
qilmay,1
mushtlagan,1
tayinli,1
