Text,Language
This had worried her,English
I read those newspaper stories about you  she had said,English
You must have loved that girl very much but you couldn't have meant it when you said that you wanted to kill her ,English
Why do you say that   ,English
I asked,English
I was full of booze and well a drunk is apt to do anything he says he'll do ,English
Nonsense  ,English
I grew up in an Irish neighborhood on Chicago's West Side,English
Don't tell me about drunks,English
You're not the kind to go violent,English
Were you in love with that girl   ,English
Would it make any difference to you if I were Mary Jane   ,English
She met my eyes suddenly angry,English
I wouldn't have gone into nursing if I didn't care about people,English
I'm interested in every patient I've helped take care of,English
When I think of people like you well I  ,English
You what Mary Jane   ,English
You are young intelligent have a whole lifetime before you to make something worth while of yourself but you mess it up with whiskey indifference self-destructive attitudes,English
I don't blame that girl for breaking her engagement with you,English
Was she pretty   ,English
Oh yes  I said feeling annoyed she was very pretty,English
You don't believe that I'm going back to medical school and finish do you   ,English
Why should I  ,English
I've worked this ward for three months now,English
We keep getting the same ones back again and again,English
They all mean well have great promises to make when they are about to go home but drinking is their sickness,English
You've not seemed like them but maybe you are,English
You've treated your stay here like a big joke,English
It's not a joke to be sent to a place like this or to Hanover,English
I wanted to go to college too  ,English
Why didn't you   ,English
I asked,English
Chicago has some of the best  ,English
Her eyes flashed angrily,English
That's what I mean about you Anderson  she said,English
You don't seem to know much about reality,English
I'm the oldest of six children,English
My father's a policeman and makes less than seven thousand dollars a year,English
There was no money for tuition for clothes for all the things you apparently take for granted,English
Nurses' training here doesn't cost anything,English
They even pay me six dollars a month,English
I think it's a good deal,English
I'm going to become a good nurse and I've got two baby brothers that are going to have college if I have to work at my profession until I'm an old maid to give it to them ,English
Do you have a boy friend   ,English
I asked,English
That's none of your business  she said then changed the subject,English
What about your father and mother don't you think of them when you're in a place like this   ,English
My father and mother died when I was two years old  I said,English
My aunt raised me,English
Aunt Mary died when I was doing my military service,English
I have no one but myself to worry about ,English
Something in my voice must have touched her deeply because her anger passed quickly and she turned away to keep me from seeing her face,English
I'm sorry  she said,English
I don't know what I'd do without my family,English
We've always been so close ,English
Tell me more about them ,English
Her eyes became bright as she talked about her father and mother aunts and uncles cousins,English
Listening I felt cheated and lonely as only an orphan can,English
When she had finished I said :,English
Your dad sounds like a good father and a good policeman,English
I'll bet he wouldn't be pleased if a rumdum like me were to ask his daughter for a date  I mean after I'm out of the hospital a month or so from now ,English
My father is a sergeant of detectives and has been attached to Homicide for five years,English
He's a pretty good judge of character Anderson,English
I don't think he'd mind too much if he were sure you'd decided not to be a rumdum in the future ,English
What about you  ,English
How would you feel about it if I were to ask you for a date when I get through at Hanover   ,English
If I thought you were serious about going back to school that you'd learned something from your experiences here and at Hanover  well I might consider such an offer,English
What about your that girl you were going to kill   ,English
It suddenly seemed very important to me that Mary Jane Brennan should know the truth about me  that I was not the confused sick irresponsible person she believed me to be,English
There are things about me that I can't tell you now Mary Jane  I said but if you'll go out to dinner with me when I get out of Hanover I'd like to tell you the whole story,English
I can say this : I'm dead serious about going back to school,English
As for that other girl let's just say that I never want to see her again,English
You will get to come home on long weekends from Hanover won't you   ,English
Yes I'll get one overnight a month ,English
We'll go up to the Edgewater Beach Hotel for dinner  I said,English
Do you like to dance  ,English
They always have a good orchestra ,English
I like to dance  she said then turned and walked away,English
There hadn't been anything really personal in her interest in me,English
I knew that,English
It was just that she felt deeply about every patient on the ward and wanted to believe that they might benefit from their treatment there,English
Now riding this hospital bus feeling isolated and utterly alone I knew that she was genuine and unique quite unlike any girl I had known before,English
It seemed the most important thing in my life at this moment that she should know the real truth about me,English
It was a fantastic story,English
Only two people in the state of Illinois knew that I was entering Hanover State Hospital under an assumed name or why,English
It was unlikely that any girl as sharp as Mary Jane Brennan would believe it without proof,English
But I had the proof all documented in a legal agreement which I would show her the moment I was free to do so,English
As the bus turned into the main highway and headed toward Hanover I settled back in my seat and closed my eyes thinking over the events of the past two weeks trying to put the pieces in order,English
I wondered suddenly as I listened to the disconnected jabberings coming from the patient behind me if I had not perhaps imagined it all,English
Perhaps this was reality and Dale Nelson the actor was delusion  ,English
a figment of Carl Anderson's imagination,English
Four,English
I had come to Chicago from New York early in September with a dramatic production called Ask Tony,English
It was a bad play real grade-A turkey which only a prevalence of angels with grandiose dreams of capital gain and tax money to burn could have put into rehearsal,English
No one not even the producer had any real hope of getting it back to Broadway,English
But because it was a suspense gangster story of the Capone era many of us felt that it might catch on for a run in Chicago continue as a road company and eventually become a movie,English
Such optimism was completely unjustified,English
The critics literally screamed their indignation,English
Ask Tony was doomed from the moment Kupcinet leveled on it in his Sun-Times column,English
We opened on Friday and closed the following Monday,English
Out of the entire cast I alone received good notices for my portrayal of a psychopathic killer,English
This let me in for a lot of kidding from the rest of the company two members of which were native Chicagoans,English
We were paid off Tuesday morning and given tickets back to New York,English
I felt lonely and depressed as I packed my bags at the Croydon Hotel,English
It seemed to me that my life was destined to be one brilliant failure after another,English
I had been among the top third in my class at N.Y.U. had wanted desperately to go to medical school but I'd run out of money and energy at the same time,English
Then later I had quit my safe secure five-a-week spot on a network soap opera to take a part in this play,English
It seemed to me that I was not only unlucky but quite stupid as well,English
I knew that I'd soon be back working as an orderly at the hospital or as a counterman at Union News or Schraffts while waiting for another acting job to open,English
It suddenly occurred to me that I did not particularly like acting that I was at some sort of crossroads and would have to decide soon what I was going to do with my life,English
I closed the last bag and stood all three at the door for the bellboy to pick up then went to the bathroom for a drink of water,English
The telephone rang,English
When I answered it a voice too dignified and British to be real said Is this Mr. Dale Nelson the actor   ,English
All right  I said,English
Why don't you bastards lay off for a while   ,English
I beg your pardon sir   ,English
All right,English
This is Dale Nelson the actor ,English
Good,English
I'm calling you Mr. Nelson at the request of Mr. Phillip Wycoff,English
Could you possibly have lunch with him today  ,English
His car could pick you up at your hotel at twelve ,English
I smiled,English
You'll send the Rolls-Royce of course   ,English
Yes of course Mr. Nelson ,English
I started to say something else appropriate but the man had hung up,English
I finally went downstairs to the bar off the main lobby where most of the cast were drowning their sorrows over the untimely passing of Ask Tony,English
They all bowed low as I approached them,English
All right you bastards  I said the great actor is about to buy a drink ,English
I laid a tenspot on the bar and motioned to the bartender to serve a round,English
He had just returned my change when the doorman came in off the street to page me,English
I walked over to him,English
You Mr. Nelson   ,English
He asked,English
That's right ,English
Mr. Wycoff's car is waiting for you at the east entrance ,English
I followed him out through the lobby to the street,English
An ancient Rolls-Royce as shiningly impressive as the day it came off the ship was parked at the curb,English
The elderly chauffeur immaculate in a dark uniform stood stiffly at attention holding open the door of the town car,English
Some who have written on Utopia have treated it as a learned diversion of a learned world  a phantasy with which More amused himself  a holiday work a spontaneous overflow of intellectual high spirits a revel of debate paradox comedy and invention ,English
With respect to this view two points are worth making,English
First it appears to be based on the fact that on its title page Utopia is described as festivus  gay ,English
It overlooks the other fact that it is described as Nec minus salutaris quam festivus  no less salutary than gay ,English
It also overlooks the fact that in a rational lexicon and quite clearly in More's lexicon the opposite of serious is not gay but frivolous and the opposite of gay is not serious but solemn,English
More believed that a man could be both serious and gay,English
That a writer who is gay cannot be serious is a common professional illusion sedulously fostered by all too many academics who mistakenly believe that their frivolous efforts should be taken seriously because they are expressed with that dreary solemnity which is the only mode of expression their authors are capable of,English
Secondly to find a learned diversion and a pleasing joke in More's account of the stupid brutalities of early sixteenth century wars of the anguish of the poor and dispossessed of the insolence and cruelty of the rich and powerful requires a callousness toward suffering and sin that would be surprising in a moral imbecile and most surprising in More himself,English
Indeed it is even surprising in the Canon of Christ Church and Regius Professor of Ecclesiastical History who fathered this most peculiar view and in the brilliant Professor of Medieval and Renaissance English at Cambridge who inherited it and is now its most eminent proponent,English
But to return to the main line of our inquiry it is doubtful that Utopia is still widely read because More was medieval or even because he was a martyr  indeed it is likely that these days many who read Utopia with interest do not even know that its author was a martyr,English
Utopia is still widely read because in a sense More stood on the margin of modernity,English
And if he did stand on the margins of modernity it was not in dying a martyr for such unity as Papal supremacy might be able to force on Western Christendom,English
It was not even in writing Latin epigrams sometimes bawdy ones or in translating Lucian from Greek into Latin or in defending the study of Greek against the attack of conservative academics or in attacking the conservative theologians who opposed Erasmus's philological study of the New Testament,English
Similar literary exercises were the common doings of a Christian humanist of the first two decades of the sixteenth century,English
Had More's writings been wholly limited to such exercises they would be almost as dimly remembered as those of a dozen or so other authors living in his time whose works tenuously survive in the minds of the few hundred scholars who each decade in pursuit of their very specialized occasions read those works,English
More stands on the margins of modernity for one reason alone  because he wrote Utopia,English
And the evidence that he does indeed stand there derives quite simply from the vigorous interest with which rather casual readers have responded to that book for the past century or so,English
Only one other contemporary of More's evokes so immediate and direct a response and only one other contemporary work  Niccolo Machiavelli and The Prince,English
Can we discover what it is in Utopia that has evoked this response  ,English
we do not even need to commit ourselves to assessing on the same inconceivable scale the relative importance of the medieval the Renaissance and the modern,English
The medieval was the most important to Chambers because he sought to place Thomas More the author of Utopia in some intelligible relation with St. Thomas More the martyr,English
To others whose concern it is to penetrate the significance of Christian Humanism the Renaissance elements are of primary concern,English
we want to know what is perennially new about Utopia,English
What is new about it  ,English
it can be made in two words Utopian communism,English
But it is an answer which opens the door wide to an onrush of objections and denials,English
Surely there is nothing new about communism,English
We find it in Plato's Republic and in Utopia More acknowledges his debt to that book,English
We find it in that common way of life pleasing to Christ and still in use among the truest societies of Christians  that is the better monasteries which made it easier to convert the Utopians to Christianity,English
We find it in the later Stoic conception of man's natural condition which included the community of all possessions,English
and More was far too well read not to have come across it in one or several of the forms thus given it,English
But although the idea of communism is very old even in More's day and did not spring full-clad from his imagination in  it is not communism as such that we are concerned with,English
We are concerned not with the genus communism nor with other species of the genus : Platonic Stoic early Christian monastic canonist or theological communism  ,English
we are concerned with Utopian communism  that is simply communism as it appears in the imaginary commonwealth of Utopia as More conceived it,English
Perhaps one way to sharpen our sense of the modernity of Utopian communism is to contrast it with the principal earlier types of communistic theory,English
We will achieve a more vivid sense of what it is by realizing what it is not,English
In Plato's Republic communism is  to speak anachronistically  a communism of Janissaries,English
Its function is to separate from the base ruled mass among whom private ownership prevails the governing warrior elite,English
Moreover it is too readily forgotten that in the Republic what gave the initial impetus to Plato's excursus into the construction of an imaginary commonwealth with its ruling-class communism of goods wives and children was his quest for a canon for the proper ordering of the individual human psyche  ,English
and it is to this problem that the Republic ultimately returns,English
In More's Utopia communism is not a means of separating out a warrior elite from the lumpish mass,English
Utopian communism applies to all Utopians,English
And in the economy of the book it is not peripheral but central,English
The concern of Utopia is with the optimo reipublicae statu the best ordering of a civil society  ,English
and it is again and again made clear that Utopian communism provides the institutional array indispensible to that best ordering,English
To derive Utopian communism from the Jerusalem Christian community of the apostolic age or from its medieval successors-in-spirit the monastic communities is with an appropriate shift of adjectives misleading in the same way as to derive it from Plato's Republic : in the Republic we have to do with an elite of physical and intellectual athletes in the apostolic and monastic communities with an elite of spiritual and religious athletes,English
The apostolic community was literally an elite : chosen by Christ himself,English
And the monastic communities were supposed to be made up of volunteers selected only after a novitiate which would test their religious aptitude for monastic rigors their spiritual athleticism,English
Finally the conception of the natural community of all possessions which originated with the Stoics was firmly fixed in a tradition by More's time although it was not accepted by all the theologian-philosophers of the Middle Ages,English
In that tradition communism lay a safe distance back in the age of innocence before the Fall of Man,English
It did not serve to contrast the existing order of society with a possible alternative order because the age of innocence was not a possible alternative once man had sinned,English
The actual function of patristic communism was adequately set forth by St. Gregory almost a millenium before More wrote Utopia,English
The soil is common to all men,English
When we give the necessities of life to the poor we restore to them what is already theirs,English
We should think of it more as an act of justice than compassion ,English
Because community not severalty of property is the law of nature no man can assert an absolutely unalterable right to what is his,English
Indeed of all that is his every man is by nature and reason and therefore by conscience obligated to regard himself as a custodian,English
He is a trustee for the common good however feeble the safeguards which the positive or municipal law of property provides against his misuse of that share of the common fund wisely or unwisely entrusted to his keeping,English
In contrast to this Stoic-patristic view Utopia implies that the nature of man is such that to rely on individual conscience to supply the deficiencies of municipal law is to embark on the bottomless sea of human sinfulness in a sieve,English
The Utopians brace conscience with legal sanctions,English
In a properly ordered society the massive force of public law performs the function which in natural law theory ineptly is left altogether to a small voice so often still,English
In all the respects just indicated Utopian communism differs from previous conceptions in which community of possessions and living plays a role,English
Neither from one of these conceptions nor from a combination of them can it be deduced,English
We do not deny originality to the Agamemnon because Aeschylus found the tales of the house of Atreus among the folk lore of the Greeks,English
In a like sense whatever bits or shreds of previous conceptions one may find in it Utopian communism remains as an integral whole original  a new thing,English
most of the rest is medieval or humanist or part of an old tradition of social criticism,English
and for this statement the best evidence comes within the five years following the publication of Utopia when Martin Luther elaborates a new perception of the nature of the Divine's encounter with man,English
New indeed is Luther's perception but not modern as anyone knows who has ever tried to make intelligible to modern students what Luther was getting at,English
Although Utopian communism is both new in  and also modern it is not modern communism or even modern socialism as they exist or have ever existed in theory or in practice,English
democratic and secret elections of all officers including priests meals taken publicly in common refectories  ,English
six hours of manual labor a day for all but a handful of magistrates and scholars and careful measures to prevent anyone from shirking  ,English
no private property no money  ,English
no sort of pricing at all for any goods or services and therefore no market in the economic sense of the term,English
Whatever the merits of its intent Utopian communism is far too naive far too crude to suit any modern socialist or communist,English
It is not the details of Utopian communism that make Utopia modern it is the spirit the attitude of mind that informs those details,English
What that spirit and attitude were we can best understand if we see more precisely how it contrasts with the communist tradition with the longest continuous history the one which reached Christianity by the way of Stoicism through the Church Fathers of Late Antiquity,English
Are you retiring now  ,English
If so are you saying Where did the last few years go  ,English
How did I get to be sixty-five so fast  ,English
What do I do now   ,English
Yes retirement seems to creep upon you suddenly,English
Somehow we old-timers never figured we would ever retire,English
We always thought we would die with our boots on,English
Out of the blue comes talk of pension plans,English
Compulsory retirement at sixty-five looms on our horizon,English
Still it seems in the far future,English
Suddenly one day up it pops  ,English
Sixty-five years and you've had it  ,English
So now what  ,English
Oh sure  ,English
You've thought about it before in a hazy sort of way,English
But  ,English
only to the other fellow,English
Now  ,English
Here it is  ,English
How am I going to live  ,English
What am I going to do  ,English
Where do I go from here  ,English
A great many retired people are the so-called white collar workers,English
Are you one of these  ,English
If so you are of the old school,English
You are conscientious hard working honest accurate a good penman and a stickler for a job well done with no loose ends,English
Everything must balance to the last penny,English
Also you can spell without consulting a dictionary for every other word,English
You never are late for work and seldom absent,English
Actually you can take no special credit for this,English
It is the way you were taught and your way of life,English
your livelihood,English
However the last few years of your life things seem to be changing,English
Your way doesn't seem to be so darned important any more,English
You realize you are getting in the old fogy class,English
To put it bluntly you are getting out-moded,English
What's happened  ,English
The answer is a new era,English
Now looming on the horizon are such things as estimated totals calculated risks and I.B.M. machines,English
The Planning Dept. comes into existence,English
All sorts of plans come to life,English
This is followed by a boom in conferences,English
Yes sir  ,English
Conferences become very popular,English
When a plan burst its seams hasty conferences supply the necessary patch and life goes merrily on,English
That's called progress  ,English
The new way of life  ,English
Let's face it  ,English
You had your day and it was a good day,English
Let this generation have theirs,English
Time marches on  ,English
Well to get back to the problem of retirement,English
Every retiring person has a different situation facing him,English
Some have plenty of money  some have very little money,English
Some are blest with an abundance of good health  some are in poor health and many are invalids,English
Some have lovely homes  some live in small apartments,English
Some have beautiful gardens  some not even a blade of grass,English
Some have serenity of mind the ability to accept what they have and make the most of it  a wonderful gift to have believe me   some see only darkness the bitter side of everything,English
Well whatever you have that's it  ,English
You've got to learn to live with it,English
Now  ,English
The question is How are you going to live with it   ,English
You can sit back and moan and bewail your lot,English
Yes  ,English
You can do this,English
But if you do your life will be just one thing  unhappiness  complete and unabridged,English
It seems to me the first thing you've got to do to be happy is to face up to your problems no matter what they may be,English
Make up your mind to pool your resources and get the most out of your remaining years of life,English
One thing I am sure of you must get an interest in life,English
You've got to do something,English
Many of you will say Well what can I do   ,English
Believe me  ,English
There are many many things to do,English
Find out what you like to do most and really give it a whirl,English
If you can't think of a thing to do try something  anything,English
Maybe you will surprise yourself,English
TRUE,English
We are not all great artists,English
I frankly can't draw a straight line,English
Maybe you are not that gifted either but how about puttering around with the old paints  ,English
You may amaze yourself and acquire a real knack for it,English
Anyway I'll bet you have a lot of fun,English
Do you like to sew  ,English
Does making your own clothes or even doll clothes interest you  ,English
Do you love to run up a hem sew on buttons make neat buttonholes  ,English
If you do go to it,English
There is always a market for this line of work,English
Some women can sit and sew crochet tat or knit by the hour and look calm and relaxed and turn out beautiful work,English
Where sewing is concerned I'm a total loss,English
When you see a needle in my hands you will know the family buttons have fallen off and I have to sew them back on or get out the safety pins,English
Then again there's always that lovely old pastime of hooking or braiding rugs,English
Not for me but perhaps just the thing for you,English
Well  ,English
How's about mosaic tile ceramics or similar arts and crafts  ,English
Some people love to crack tile and it's amazing what beautiful designs they come up with as a result of their cracking good time,English
How about the art of cooking  ,English
Do you yearn to make cakes and pies or special cookies and candies  ,English
There is always an open market for this sort of delicacy in spite of low calorie diets cottage cheese and hands-off-all-sweets to the contrary,English
Some people can carve most anything out of a piece of wood,English
Some make beautiful chairs cabinets chests doll houses etc.,English
Perhaps you couldn't do that but have you ever tried to see what you could do with a hunk of wood  ,English
Outside of cutting your fingers maybe you would come up with nothing at all but then again you might turn out some dandy little gadgets,English
Some women get a real thrill out of housework,English
They love to dust scrub polish wax floors move the furniture around from place to place take down the curtains put up new ones and have themselves a real ball,English
Maybe that's your forte,English
It certainly isn't mine,English
I can look at furniture in one spot year in and year out and really feel for sure that's where it belongs,English
Perhaps you would like to become a writer,English
This gives you a wide and varied choice,English
Will it be short stories fiction nonfiction biography poetry children's stories or even a book if you are really ambitious  ,English
Ever since I was a child I have always had a yen to try my hand at writing,English
If you do decide to write you will soon become acquainted with rejection slips and dejection,English
Don't be discouraged  ,English
This is just being a normal writer,English
Just let the rejection slips fall where they may and keep on plugging and finally you will make the grade,English
Few new writers have their first story accepted so they tell me,English
But it could happen and it may happen to you,English
Then there's always hobbies collecting stamps coins timetables salt and pepper shakers elephants dogs dolls shells or shall we just say collecting anything your heart desires  ,English
I can hear some of you folks protesting,English
You say But it costs a lot of money to have a hobby,English
I haven't got that kind of money ,English
TRUE,English
It does cost a lot of money for most hobbies but there are hobbies that are for free,English
How about a rock collection or a collection of leaves from different trees or shrubs and in different colors  ,English
Then take flowers,English
They are many and varied,English
Also there's scrap books collecting newspaper pictures and clippings or any items of interest to you,English
It's getting interested in something that counts,English
As for me I am holding in reserve two huge puzzles  I love puzzles  to put together when time hangs heavy on my hands,English
So far the covers have never been off the boxes,English
I just don't have time to do half the things I want to do now,English
So in closing fellow retired members I advise you to make the most of each day enjoy each one to the n'th degree,English
Travel if you can,English
Keep occupied to the point you are not bored with life and you will truly find these final days and years of your lives to be sunshine sweet,English
Good Luck  ,English
To one and all  Good Days ahead  ,English
An important criterion of maturity is creativity,English
The mature person is creative,English
What does it mean to be creative a term we hear with increasing frequency these days  ,English
When we turn to Noah Webster we find him helpful as usual,English
To be creative is to have the ability to cause to exist  to produce where nothing was before  to bring forth an original production of human intelligence or power ,English
We are creative it seems when we produce something which has not previously existed,English
Thus creativity may run all the way from making a cake building a chicken coop or producing a book to founding a business creating a League of Nations or developing a mature character,English
All living creatures from the lowest form of insect or animal life evidence the power of creativity if it is only to reproduce a form like their own,English
While man shares this procreative function with all his predecessors in the evolutionary process he is the only animal with a true non-instinctive and conscious creative ability,English
An animal bird or insect creates either a burrow or nest or hive in unending sameness according to specie,English
Man's great superiority over these evolutionary forbears is in the development of his imagination,English
This gives him the power to form in his mind new image combinations of old memories ideas and experiences and to project them outside of himself into his environment in new and ever-changing forms,English
It has been truly said that anything man can imagine he can produce or create by projecting this inner image into its counterpart in the objective world,English
In our own time we have seen the most fantastic imagery of a Jules Verne come into actuality,English
The vision of a Lord Tennyson expressed in a poem  years ago took visible form over London in the air blitzes of ,English
In fact all of our civilized world is the resultant of man's projection of his imagination over the past  centuries or more,English
It is in this one aspect at least that man seems to be made in the image of his Creator,English
Not only can man project his imagination out into his environment in concrete forms but even more importantly he can turn it inward to help create new and better forms of himself,English
We recognize that young people through imaginative mind and body training can become athletes acrobats dancers musicians and artists developing many potentialities,English
We know that actors can learn to portray a wide variety of character roles,English
By this same combination of the will and the imagination each one of us can learn to portray permanently the kind of character we would like to be,English
We must realize with Prof. Charles Morris in his The Open Self that Man is the being that can continually remake himself the artisan that is himself the material for his own creation ,English
So far in history man has been too greatly over-occupied with projecting things into his environment rather than first creating the sort of person who can make the highest use of the things he has created,English
Is not the present world crisis a race between things we have created which can now destroy us and between populations of sufficient wisdom and character to forestall the tragedy,English
Is it not the obligation of us older citizens to lend our weight to being creative on the character side and to hasten our own maturing process  ,English
Sir Julian Huxley in his book Uniqueness Of Man makes the novel point that just as man is unique in being the only animal which requires a long period of infancy and childhood under family protection so is he the only animal who has a long period after the decline of his procreativity,English
Well   said Mr. Skyros,English
I take a little time to think it over ,English
It was awkward : very awkward,English
There would be all the nuisance of contacting someone else to take over,English
Someone reasonably trustworthy,English
And Angie would hear about it,English
And Angie knew ,English
Time  said Angie and he smiled very sweet and slow at Mr. Skyros,English
Not too much time because I'll be needing some more myself pretty much right away,English
And I done favors for you big favor not so long back didn't I and I'm right here to take on where Pretty left off,English
No trouble,English
I don't want no trouble you don't want no trouble nobody wants trouble Mr. Skyros ,English
Dear heaven no thought Mr. Skyros turning away as another man came in,English
the genial smile seemed painted on his face,English
Angie knew  Speak of dangerous information  ,English
Angie knew too much entirely already,English
Really he had Mr. Skyros at bay,English
Big favor I done you,English
Acourse there's this deal o' Denny's  and Jackie's  kinda hangin' fire ain't it maybe you've been kinda worryin' over that,English
And can't say I blame you  said Angie thoughtfully,English
This deal with the ace o' spades,English
Anything to do with an ace o' spades bad luck ,English
Ace of spades  a widow that was what they called a widow these low-class crooks remembered Mr. Skyros distractedly,English
All about that Angie knew too,English
When things got a little out of hand they very rapidly got a lot out of hand  it seemed to be a general rule,English
All just by chance and in a way tracing back to poor Frank all of it because naturally  brothers living together  and Angie ,English
Mr. Skyros did not at all like the look on Angelo's regular-featured almost girlishly good-looking face  or indeed anything about Angelo,English
but all the same he thought now uneasily of the way in which Angelo earned his living  and paid for his own stuff  and eyed the soft smile and the spaniel-like dark eyes and he felt a little ill,English
Look my friend  he said in my life I learn how is it the proverb says better an ounce of prevention to a pound of cure,English
I stay in business so long because I'm careful,English
Two weeks a month we talk it over again and maybe if nothing happens meanwhile to say the cops know this and that then we make a little deal isn't it   ,English
That's a long while  said Angie,English
I tell you you want to leave it that way I don't fool around with it,English
I go over to Castro and get fixed up there,English
I can't wait no two weeks ,English
And Mr. Skyros didn't like Angie but what with Prettyman and three of his boys inside and not likely to come out  And Angie such a valuable salesman Prettyman said  All the nuisance and danger of getting in touch with practically a whole new bunch of boys  Why did everything have to happen at once  ,English
Denny said stupidly Why you ain't turning Angie down are you Mr. Skyros  ,English
I mean we all figured  I guess anybody'd figure  Angie  ,English
Angelo gave him an affectionate smile,English
Mr. Skyros too smart a fellow want to get rid of me  he said,English
It's O.K. Denny everything's O.K. Ain't it Mr. Skyros   ,English
Oh God the name repeated over and over anybody to hear  Not being a fool Mr. Skyros knew why,English
But aside from everything else it would scarcely be pleasant to have dealings with one who was nominally an underling and actually held  you could say  the whip hand,English
And all because of Domokous  ,English
If Mr. Skyros had dreamed of all the trouble that young man would eventually cause ,English
Of course there was another factor,English
Angie worth his weight in gold right now but these users they sometimes went down fast,English
Who knew Angie might not last long,English
The sweat broke out on Mr. Skyros' forehead as he realized he had been actually thinking  hoping  planning  perhaps ,English
Good God above had not Domokous been enough  ,English
He patted Angelo's thin shoulder paternally,English
Now you don't want to go talking that way  he said,English
Sure sure you're the one take over for Pretty soon as I get the supply get started up again isn't it  ,English
You don't need worry Angelo,English
I tell you I know how it is with you my friend I sympathize and I'll make it a special point  a special favor  get in touch and get some stuff just for you,English
I don't know if I can manage it tonight or tomorrow but I'll try my best my friend,English
You see you got to remember we all got schedules like any business  ,English
My man he won't be around a little while he just fixed me up with this stuff they took out of the Elite,English
It's awkward you see that isn't it   ,English
Well that's your business Mr. Skyros  said Angie and his dreamy eyes moved past Mr. Skyros' shoulder to gaze vaguely out the ground-glass window,English
I appreciate it you do that,English
Sure,English
We don't none of us want no trouble,English
I'm in a room over the Golden Club on San Pedro you just ask for me there you want see me,English
Or maybe I call you  tonight  ,English
About nine o'clock I call and see if you got any,English
A couple decks for me Mr. Skyros  and ten-twelve to sell see I like to have a little ready cash ,English
Oh now I don't know about that much  said Mr. Skyros,English
And you know Angelo Pretty he always keeps it a strict cash basis like they say  ,English
Sure  said Angie,English
Sure Mr. Skyros,English
Fifty a throw that the deal  ,English
Sure,English
I bring you the cash say five hundred for ten decks,English
Never mind how much I cut it how much I get  and he smiled his sleepy smile again,English
Standard deal Mr. Skyros,English
You go 'n' have a look round for it ,English
I do my best  said Mr. Skyros earnestly just for you my friend,English
This is awkward for everybody isn't it we all got to put up with inconvenience sometimes,English
But I do my best for you ,English
He got out of there in a hurry brushing past another man in the door mopping his brow,English
The expedient thing  yes very true one must make do as one could in some situations,English
It could all be straightened out later,English
Not very much later but when things had settled down a little,English
After this deal with the Bouvardier woman went through,English
An ace of spades,English
He was not a superstitious man but he felt perhaps there was a little something in that indeed,English
He rather wished he had never got into the business and still  scarcely to be resisted a nice little profit with not much work involved easy money,English
Katya Roslev who would be Katharine Ross so very soon now rang up her first sale of the day and counted back the change,English
She did not notice that the customer seized her purchase and turned away without a smile or a word of thanks,English
Usually she marked the few who did thank you you didn't get that kind much in a place like this : and she played a little game with herself seeing how downright rude she could act to the others before they'd take offense threaten to call the manager,English
Funny how seldom they did : used to it probably,English
The kind who came into a cheap store like this  ,English
Grab snatch I saw that first  ,English
And Here I'll take this I was before her you wait on me now or I don't bother with it see  ,English
This kind of place,English
She'd be through here just no time at all  leave this kind of thing 'way behind,English
Off at noon and she'd never come back,English
Never have to,English
Money  a lot of money enough,English
She'd be smart about it get him to give it to her in little bills so's nobody would suspect  maybe couldn't get it until Monday account of that the banks  But that wasn't really long to wait,English
Not when she'd waited so long already,English
No need say anything at all to the old woman,English
She had it all planned out how she'd do,English
She'd say she didn't feel good on Sunday couldn't go to church  there'd be a little argument but she could be stubborn  and when the old woman had gone quick pack the things she'd need to take all but the dress she'd wear Monday and take the bag down to that place in the station where you could put things in a locker overnight for a dime,English
Then on Monday morning  or it might have to be Tuesday  get up and leave just the usual time and last thing put the money in an envelope under the old woman's purse there in the drawer,English
She wouldn't be going to get that for an hour or so after Katya had left go do the daily shopping,English
No need leave a note with it either  or maybe just something like Don't worry about me I'm going away to make a better life,English
A better life,English
Escape,English
It wasn't as if she wanted much,English
She didn't mind working hard not as if she figured to do anything wrong to live easy and soft  all she wanted was a chance where she wasn't marked as what she was,English
To be Katharine Ross and work in a nicer shop somewhere at a little more money so she could have prettier clothes and learn ladies' manners and all like that and get to know different people than up to now not just the ones like her here with foreign-sounding names the ones went to the same church and  Different place different job different people she'd be all different too,English
Prettier she'd do her hair another way  ,English
smarter and wear different kinds of clothes  she'd be Katharine Ross just what that sounded like,English
You've give me the wrong change  said the customer sharply,English
Think I can't count   ,English
Katya made up the amount in indifferent silence,English
She was listening to other voices out of the future,English
Some of those vaguely-imagined new different people,English
Oh Katharine's awfully nice and pretty too I like Katharine  Let's ask Katharine to go with us she's always lots of fun  Katharine ,English
Soon very soon now,English
sixteen,English
Mendoza didn't wake until nearly nine-thirty,English
already the thermometer stood close to ninety,English
he made fresh coffee and searched through all the desk drawers for more cigarettes before thinking of her handbag and found a crumpled stray cigarette at its bottom which tasted peculiarly of face powder,English
He left a note propped on the desk asking her to call him sometime today and drove home,English
After he'd got out fresh liver for Bast he paused to look at her crouched daintily over her dish,English
Surely she was just a trifle fatter around the middle  ,English
He seemed to remember reading somewhere that Abyssinians had large litters and suffered a dismaying vision of the apartment overrun with a dozen kittens,English
Y que sigue despues  ,English
 What then   ,English
He asked her severely,English
A lot of people are so peculiar that they don't like cats it's not the easiest thing in the world to find good homes for kittens  and damn it you know very well if I have them around long impossible to give them away  ,English
